INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182010140,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,903,,2018-02-07 20:14:00,2018,2,Wednesday,20,Part Two,LATTIMORE CT,42.33676619,-71.08205122,"(42.33676619, -71.08205122)"
I182010138,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,582,,2018-02-07 19:55:00,2018,2,Wednesday,19,Part One,MARK ST,42.32274883,-71.10937558,"(42.32274883, -71.10937558)"
I182010131,619,Larceny,LARCENY ALL OTHERS,E5,716,,2018-02-07 18:27:00,2018,2,Wednesday,18,Part One,GLENHAVEN RD,42.2711997,-71.1640881,"(42.27119970, -71.16408810)"
I182010124,617,Larceny,LARCENY THEFT FROM BUILDING,A1,98,,2018-02-07 18:14:00,2018,2,Wednesday,18,Part One,WASHINGTON ST,42.35724324,-71.05849672,"(42.35724324, -71.05849672)"
I182010121,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,639,,2018-02-07 18:38:00,2018,2,Wednesday,18,Part One,ROBINWOOD AVE,42.31624019,-71.11267011,"(42.31624019, -71.11267011)"
I182010120,613,Larceny,LARCENY SHOPLIFTING,C11,381,,2018-02-07 18:17:00,2018,2,Wednesday,18,Part One,GALLIVAN BLVD,42.28512354,-71.04405667,"(42.28512354, -71.04405667)"
I182010115,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,781,,2018-02-07 08:30:00,2018,2,Wednesday,8,Part One,DUSTIN ST,42.35313164,-71.14517339,"(42.35313164, -71.14517339)"
I182010110,613,Larceny,LARCENY SHOPLIFTING,D4,270,,2018-02-07 17:42:00,2018,2,Wednesday,17,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I182010104,613,Larceny,LARCENY SHOPLIFTING,A1,102,,2018-02-07 16:33:00,2018,2,Wednesday,16,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I182010094,613,Larceny,LARCENY SHOPLIFTING,B3,439,,2018-02-07 14:55:00,2018,2,Wednesday,14,Part One,BLUE HILL AVE,42.29056142,-71.08926028,"(42.29056142, -71.08926028)"
I182010087,613,Larceny,LARCENY SHOPLIFTING,C6,222,,2018-02-07 15:35:00,2018,2,Wednesday,15,Part One,E BROADWAY,42.33561661,-71.03641895,"(42.33561661, -71.03641895)"
I182010081,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,194,,2018-02-07 15:11:00,2018,2,Wednesday,15,Part Two,DORCHESTER AVE,42.32971683,-71.05696834,"(42.32971683, -71.05696834)"
I182010076,617,Larceny,LARCENY THEFT FROM BUILDING,A7,26,,2018-02-07 14:59:00,2018,2,Wednesday,14,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)"
I182010075,617,Larceny,LARCENY THEFT FROM BUILDING,E13,579,,2018-02-07 14:44:00,2018,2,Wednesday,14,Part One,CENTRE ST,42.32287413,-71.10155354,"(42.32287413, -71.10155354)"
I182010072,724,Auto Theft,AUTO THEFT,C11,460,,2018-02-07 11:00:00,2018,2,Wednesday,11,Part One,COLUMBIA RD,42.30577465,-71.07948006,"(42.30577465, -71.07948006)"
I182010071,2629,Harassment,HARASSMENT,E18,489,,2018-02-07 14:58:00,2018,2,Wednesday,14,Part Two,ROSEGLEN RD,42.26689318,-71.10898767,"(42.26689318, -71.10898767)"
I182010064,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,650,,2018-02-06 19:00:00,2018,2,Tuesday,19,Part One,JAMAICA PL,42.30581739,-71.11908749,"(42.30581739, -71.11908749)"
I182010063,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,301,,2018-02-02 17:00:00,2018,2,Friday,17,Part One,FORT AVE,42.32591192,-71.09494763,"(42.32591192, -71.09494763)"
I182010053,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,81,,2018-02-07 12:00:00,2018,2,Wednesday,12,Part Two,MICHELANGELO ST,42.3670889,-71.05481065,"(42.36708890, -71.05481065)"
I182010046,617,Larceny,LARCENY THEFT FROM BUILDING,B2,317,,2018-02-07 12:07:00,2018,2,Wednesday,12,Part One,HUMBOLDT AVE,42.31226446,-71.09020559,"(42.31226446, -71.09020559)"
I182010042,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D14,760,,2018-02-07 02:00:00,2018,2,Wednesday,2,Part One,WASHINGTON ST,42.34897674,-71.16277319,"(42.34897674, -71.16277319)"
I182010037,617,Larceny,LARCENY THEFT FROM BUILDING,B2,282,,2018-02-07 11:40:00,2018,2,Wednesday,11,Part One,SAINT JAMES ST,42.32690336,-71.08640085,"(42.32690336, -71.08640085)"
I182010026,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,403,,2018-02-06 08:00:00,2018,2,Tuesday,8,Part One,GALLIVAN BLVD,42.27925266,-71.06821603,"(42.27925266, -71.06821603)"
I182010022,311,Robbery,ROBBERY - COMMERCIAL,C6,233,,2018-02-07 10:20:00,2018,2,Wednesday,10,Part One,E EIGHTH ST,42.33136822,-71.04112821,"(42.33136822, -71.04112821)"
I182010020,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,352,,2018-02-05 08:40:00,2018,2,Monday,8,Part Two,CHARLES ST,42.30060543,-71.06126785,"(42.30060543, -71.06126785)"
I182010016,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,587,,2018-02-07 10:51:00,2018,2,Wednesday,10,Part One,DELLE AVE,42.33122453,-71.09907131,"(42.33122453, -71.09907131)"
I182009990,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,449,,2018-02-06 18:00:00,2018,2,Tuesday,18,Part Two,TALBOT AVE,42.29091109,-71.07436978,"(42.29091109, -71.07436978)"
I182009988,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D14,781,,2018-02-07 08:21:00,2018,2,Wednesday,8,Part One,N BEACON ST,42.35528211,-71.14566136,"(42.35528211, -71.14566136)"
I182009988,619,Larceny,LARCENY ALL OTHERS,D14,781,,2018-02-07 08:21:00,2018,2,Wednesday,8,Part One,N BEACON ST,42.35528211,-71.14566136,"(42.35528211, -71.14566136)"
I182009987,616,Larceny,LARCENY THEFT OF BICYCLE,D14,751,,2018-02-06 20:00:00,2018,2,Tuesday,20,Part One,LAKE SHORE RD,42.34632264,-71.16943655,"(42.34632264, -71.16943655)"
I182009985,617,Larceny,LARCENY THEFT FROM BUILDING,E13,906,,2018-02-05 12:56:00,2018,2,Monday,12,Part One,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182009982,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A15,57,,2018-02-06 15:45:00,2018,2,Tuesday,15,Part One,SOLEY ST,42.37468799,-71.06128884,"(42.37468799, -71.06128884)"
I182009981,617,Larceny,LARCENY THEFT FROM BUILDING,E13,640,,2018-01-26 07:00:00,2018,1,Friday,7,Part One,LAMARTINE ST,42.31442428,-71.10640712,"(42.31442428, -71.10640712)"
I182009979,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,44,,2018-02-02 11:55:00,2018,2,Friday,11,Part One,MEDFORD ST,42.38048207,-71.06087725,"(42.38048207, -71.06087725)"
I182009962,361,Robbery,ROBBERY - OTHER,A1,111,,2018-02-07 06:38:00,2018,2,Wednesday,6,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I182009962,801,Simple Assault,ASSAULT - SIMPLE,A1,111,,2018-02-07 06:38:00,2018,2,Wednesday,6,Part Two,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I182009961,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,781,,2018-02-06 00:00:00,2018,2,Tuesday,0,Part One,MURDOCK ST,42.35428982,-71.14563389,"(42.35428982, -71.14563389)"
I182009961,724,Auto Theft,AUTO THEFT,D14,781,,2018-02-06 00:00:00,2018,2,Tuesday,0,Part One,MURDOCK ST,42.35428982,-71.14563389,"(42.35428982, -71.14563389)"
I182009960,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,793,,2018-02-07 06:06:00,2018,2,Wednesday,6,Part Two,COMMONWEALTH AVE,42.34989652,-71.1314345,"(42.34989652, -71.13143450)"
I182009946,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,900,,2018-02-07 01:02:00,2018,2,Wednesday,1,Part One,BUNKER HILL ST,42.37736388,-71.05791376,"(42.37736388, -71.05791376)"
I182009942,301,Robbery,ROBBERY - STREET,A7,30,,2018-02-07 00:16:00,2018,2,Wednesday,0,Part One,SUMNER ST,42.36772441,-71.03706813,"(42.36772441, -71.03706813)"
I182009942,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,30,,2018-02-07 00:16:00,2018,2,Wednesday,0,Part One,SUMNER ST,42.36772441,-71.03706813,"(42.36772441, -71.03706813)"
I182009939,617,Larceny,LARCENY THEFT FROM BUILDING,D4,627,,2018-02-06 23:29:00,2018,2,Tuesday,23,Part One,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)"
I182009933,724,Auto Theft,AUTO THEFT,B2,329,,2018-02-06 23:53:00,2018,2,Tuesday,23,Part One,COLUMBIA RD,42.30673444,-71.07712722,"(42.30673444, -71.07712722)"
I182009929,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,177,,2018-02-06 22:46:00,2018,2,Tuesday,22,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182009927,619,Larceny,LARCENY ALL OTHERS,B3,447,,2018-02-06 18:00:00,2018,2,Tuesday,18,Part One,NORWELL ST,42.29512751,-71.07820832,"(42.29512751, -71.07820832)"
I182009925,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,791,,2018-02-06 18:00:00,2018,2,Tuesday,18,Part One,CAROL AVE,42.34497953,-71.14090626,"(42.34497953, -71.14090626)"
I182009923,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,791,,2018-02-06 07:50:00,2018,2,Tuesday,7,Part One,CAROL AVE,42.34497953,-71.14090626,"(42.34497953, -71.14090626)"
I182009919,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,792,,2018-02-06 18:30:00,2018,2,Tuesday,18,Part One,WOODSTOCK AVE,42.34513472,-71.13841346,"(42.34513472, -71.13841346)"
I182009915,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,111,,2018-02-06 19:50:00,2018,2,Tuesday,19,Part Two,AVERY ST,42.3532601,-71.06283216,"(42.35326010, -71.06283216)"
I182009912,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,465,,2018-02-06 19:00:00,2018,2,Tuesday,19,Part Two,BAIRD ST,42.28574986,-71.09215334,"(42.28574986, -71.09215334)"
I182009897,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11, ,Y,2018-02-06 19:54:00,2018,2,Tuesday,19,Part One,,42.30555042,-71.06787929,"(42.30555042, -71.06787929)"
I182009889,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,88,,2018-02-06 08:13:00,2018,2,Tuesday,8,Part One,FLEET ST,42.36449558,-71.05268296,"(42.36449558, -71.05268296)"
I182009884,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,134,,2018-02-06 18:28:00,2018,2,Tuesday,18,Part Two,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I182009883,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2018-02-06 19:23:00,2018,2,Tuesday,19,Part One,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I182009878,617,Larceny,LARCENY THEFT FROM BUILDING,A15,54,,2018-02-11 20:40:00,2018,2,Sunday,20,Part One,EDEN ST,42.38010476,-71.06721433,"(42.38010476, -71.06721433)"
I182009875,617,Larceny,LARCENY THEFT FROM BUILDING,A7,14,,2018-02-06 17:30:00,2018,2,Tuesday,17,Part One,BYRON ST,42.38306367,-71.0160162,"(42.38306367, -71.01601620)"
I182009863,613,Larceny,LARCENY SHOPLIFTING,B3,476,,2018-02-06 18:14:00,2018,2,Tuesday,18,Part One,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I182009859,613,Larceny,LARCENY SHOPLIFTING,D4,129,,2018-02-06 17:42:00,2018,2,Tuesday,17,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I182009857,619,Larceny,LARCENY ALL OTHERS,E13,570,,2018-01-26 13:23:00,2018,1,Friday,13,Part One,ROCKVALE CIR,42.30734156,-71.1054409,"(42.30734156, -71.10544090)"
I182009856,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,930,,2018-02-06 16:30:00,2018,2,Tuesday,16,Part One,COLUMBUS AVE,42.31506898,-71.09746579,"(42.31506898, -71.09746579)"
I182009840,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,A1,954,,2018-02-06 02:30:00,2018,2,Tuesday,2,Part One,FULTON ST,42.36293611,-71.05253795,"(42.36293611, -71.05253795)"
I182009838,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,44,,2018-02-06 16:51:00,2018,2,Tuesday,16,Part Two,POLK ST,42.37961212,-71.06085542,"(42.37961212, -71.06085542)"
I182009833,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,791,,2018-02-05 13:00:00,2018,2,Monday,13,Part Two,COREY RD,42.34303059,-71.13963006,"(42.34303059, -71.13963006)"
I182009815,351,Robbery,ROBBERY - BANK,A1,91,,2018-02-06 15:35:00,2018,2,Tuesday,15,Part One,HANOVER ST,42.36339154,-71.05488123,"(42.36339154, -71.05488123)"
I182009814,619,Larceny,LARCENY ALL OTHERS,D14,795,,2018-02-02 20:30:00,2018,2,Friday,20,Part One,N BEACON ST,42.35367861,-71.13819856,"(42.35367861, -71.13819856)"
I182009800,613,Larceny,LARCENY SHOPLIFTING,B3,428,,2018-02-06 14:40:00,2018,2,Tuesday,14,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
I182009799,617,Larceny,LARCENY THEFT FROM BUILDING,A1,97,,2018-02-06 12:00:00,2018,2,Tuesday,12,Part One,WASHINGTON ST,42.35747912,-71.05827852,"(42.35747912, -71.05827852)"
I182009786,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-02-06 11:58:00,2018,2,Tuesday,11,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)"
I182009785,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-01-26 08:00:00,2018,1,Friday,8,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)"
I182009783,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2018-02-06 14:03:00,2018,2,Tuesday,14,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
I182009777,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,803,,2018-02-05 15:30:00,2018,2,Monday,15,Part One,BRAINTREE ST,42.35638326,-71.13648997,"(42.35638326, -71.13648997)"
I182009776,617,Larceny,LARCENY THEFT FROM BUILDING,A1,91,,2018-02-06 13:15:00,2018,2,Tuesday,13,Part One,ATLANTIC AVE,42.3613248,-71.05243553,"(42.36132480, -71.05243553)"
I182009774,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,385,,2018-02-06 13:51:00,2018,2,Tuesday,13,Part One,HALLET ST,42.28076737,-71.04736497,"(42.28076737, -71.04736497)"
I182009757,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,223,,2018-02-04 12:00:00,2018,2,Sunday,12,Part One,O ST,42.33701234,-71.02926266,"(42.33701234, -71.02926266)"
I182009752,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,463,,2018-02-06 13:11:00,2018,2,Tuesday,13,Part One,LORNE ST,42.29352763,-71.09037783,"(42.29352763, -71.09037783)"
I182009752,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,463,,2018-02-06 13:11:00,2018,2,Tuesday,13,Part Two,LORNE ST,42.29352763,-71.09037783,"(42.29352763, -71.09037783)"
I182009748,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,570,,2018-02-06 11:38:00,2018,2,Tuesday,11,Part Two,GLEN RD,42.30915624,-71.10352056,"(42.30915624, -71.10352056)"
I182009744,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,289,,2018-02-05 00:00:00,2018,2,Monday,0,Part One,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I182009742,619,Larceny,LARCENY ALL OTHERS,C11,373,,2018-02-05 00:00:00,2018,2,Monday,0,Part One,WILLIAM T MORRISSEY BLVD,42.29258323,-71.04776198,"(42.29258323, -71.04776198)"
I182009742,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,373,,2018-02-05 00:00:00,2018,2,Monday,0,Part One,WILLIAM T MORRISSEY BLVD,42.29258323,-71.04776198,"(42.29258323, -71.04776198)"
I182009730,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,258,,2018-02-06 11:22:00,2018,2,Tuesday,11,Part One,DUDLEY ST,42.31735472,-71.0658297,"(42.31735472, -71.06582970)"
I182009725,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,791,,2018-01-29 19:00:00,2018,1,Monday,19,Part One,COREY RD,42.3437315,-71.13875811,"(42.34373150, -71.13875811)"
I182009721,724,Auto Theft,AUTO THEFT,C6,173,,2018-02-05 19:00:00,2018,2,Monday,19,Part One,DORCHESTER AVE,42.34210856,-71.05720719,"(42.34210856, -71.05720719)"
I182009716,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,316,,2018-02-06 09:30:00,2018,2,Tuesday,9,Part Two,WALNUT AVE,42.31400294,-71.09424873,"(42.31400294, -71.09424873)"
I182009713,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2018-02-06 10:54:00,2018,2,Tuesday,10,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182009708,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,940,,2018-02-05 00:00:00,2018,2,Monday,0,Part One,GARFIELD AVE,42.24361883,-71.11989255,"(42.24361883, -71.11989255)"
I182009699,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,116,,2018-02-06 09:50:00,2018,2,Tuesday,9,Part One,EDINBORO ST,42.35207238,-71.05975342,"(42.35207238, -71.05975342)"
I182009697,301,Robbery,ROBBERY - STREET,B2,262,,2018-02-05 23:30:00,2018,2,Monday,23,Part One,BLUE HILL AVE,42.32153248,-71.07738533,"(42.32153248, -71.07738533)"
I182009688,619,Larceny,LARCENY ALL OTHERS,A7,11,,2018-02-06 07:21:00,2018,2,Tuesday,7,Part One,WILLIAM F MCCLELLAN HWY,42.38777475,-71.01769231,"(42.38777475, -71.01769231)"
I182009687,613,Larceny,LARCENY SHOPLIFTING,D4,170,,2018-02-06 09:09:00,2018,2,Tuesday,9,Part One,WASHINGTON ST,42.33675016,-71.07662788,"(42.33675016, -71.07662788)"
I182009685,617,Larceny,LARCENY THEFT FROM BUILDING,D4,271,,2018-01-20 00:00:00,2018,1,Saturday,0,Part One,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.33548200, -71.07586449)"
I182009676,616,Larceny,LARCENY THEFT OF BICYCLE,D4,146,,2018-02-06 09:06:00,2018,2,Tuesday,9,Part One,GARRISON ST,42.34626167,-71.08012196,"(42.34626167, -71.08012196)"
I182009665,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,310,,2018-02-02 17:10:00,2018,2,Friday,17,Part Two,WARREN ST,42.31684039,-71.08277185,"(42.31684039, -71.08277185)"
I182009664,560,Other Burglary,BURGLARY - OTHER - FORCE,B2,306,,2018-01-27 14:30:00,2018,1,Saturday,14,Part One,TOWNSEND ST,42.3191711,-71.09192415,"(42.31917110, -71.09192415)"
I182009662,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,550,,2018-02-04 23:59:00,2018,2,Sunday,23,Part One,BEECH ST,42.27651058,-71.13417555,"(42.27651058, -71.13417555)"
I182009652,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,247,,2018-02-06 05:14:00,2018,2,Tuesday,5,Part One,SAVIN HILL AVE,42.31290648,-71.05762325,"(42.31290648, -71.05762325)"
I182009650,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,329,,2018-02-06 05:41:00,2018,2,Tuesday,5,Part One,COLUMBIA RD,42.30673444,-71.07712722,"(42.30673444, -71.07712722)"
I182009647,301,Robbery,ROBBERY - STREET,A7,28,,2018-02-06 04:30:00,2018,2,Tuesday,4,Part One,GOVE ST,42.3721588,-71.03852378,"(42.37215880, -71.03852378)"
I182009644,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,98,,2018-02-06 03:44:00,2018,2,Tuesday,3,Part One,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)"
I182009636,361,Robbery,ROBBERY - OTHER,D14,783,,2018-02-06 00:25:00,2018,2,Tuesday,0,Part One,GORDON ST,42.34966796,-71.13995527,"(42.34966796, -71.13995527)"
I182009630,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,158,,2018-02-05 23:23:00,2018,2,Monday,23,Part Two,AGUADILLA ST,42.34116632,-71.07537694,"(42.34116632, -71.07537694)"
I182009625,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,796,,2018-02-05 22:48:00,2018,2,Monday,22,Part One,CHESTER ST,42.35159398,-71.12865659,"(42.35159398, -71.12865659)"
I182009623,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,165,,2018-02-05 21:40:00,2018,2,Monday,21,Part Two,HARRISON AVE,42.34302527,-71.06493967,"(42.34302527, -71.06493967)"
I182009616,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,562,,2018-02-05 21:48:00,2018,2,Monday,21,Part Two,WASHINGTON ST,42.28788933,-71.12658585,"(42.28788933, -71.12658585)"
I182009615,619,Larceny,LARCENY ALL OTHERS,D14,782,,2018-02-02 05:00:00,2018,2,Friday,5,Part One,DUSTIN ST,42.35269836,-71.14541583,"(42.35269836, -71.14541583)"
I182009605,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,914,,2018-02-03 03:00:00,2018,2,Saturday,3,Part Two,MONSIGNOR DENNIS F O'CALL,42.32476494,-71.05340359,"(42.32476494, -71.05340359)"
I182009604,613,Larceny,LARCENY SHOPLIFTING,B2,258,,2018-02-05 18:48:00,2018,2,Monday,18,Part One,DUDLEY ST,42.31775594,-71.06673388,"(42.31775594, -71.06673388)"
I182009603,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,800,,2018-02-05 20:07:00,2018,2,Monday,20,Part One,PRATT ST,42.35491054,-71.12719273,"(42.35491054, -71.12719273)"
I182009584,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,612,,2018-02-05 18:10:00,2018,2,Monday,18,Part Two,LONGWOOD AVE,42.33744152,-71.10428096,"(42.33744152, -71.10428096)"
I182009577,617,Larceny,LARCENY THEFT FROM BUILDING,E13,307,,2018-02-05 19:30:00,2018,2,Monday,19,Part One,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)"
I182009565,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,201,,2018-02-05 18:57:00,2018,2,Monday,18,Part One,W BROADWAY,42.33930416,-71.05160423,"(42.33930416, -71.05160423)"
I182009564,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,940,,2018-02-05 18:44:00,2018,2,Monday,18,Part Two,GARFIELD AVE,42.24235156,-71.12079258,"(42.24235156, -71.12079258)"
I182009558,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,464,,2018-02-05 18:57:00,2018,2,Monday,18,Part One,HARVARD ST,42.29190075,-71.09029516,"(42.29190075, -71.09029516)"
I182009557,613,Larceny,LARCENY SHOPLIFTING,D4,619,,2018-02-05 18:35:00,2018,2,Monday,18,Part One,WESTLAND AVE,42.34391716,-71.08967541,"(42.34391716, -71.08967541)"
I182009556,613,Larceny,LARCENY SHOPLIFTING,B2,257,,2018-02-05 18:17:00,2018,2,Monday,18,Part One,COLUMBIA RD,42.315969,-71.066253,"(42.31596900, -71.06625300)"
I182009551,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,265,,2018-02-04 21:00:00,2018,2,Sunday,21,Part One,IRWIN AVE,42.3214622,-71.0780367,"(42.32146220, -71.07803670)"
I182009534,613,Larceny,LARCENY SHOPLIFTING,D4,129,,2018-02-05 17:16:00,2018,2,Monday,17,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I182009533,2629,Harassment,HARASSMENT,C11,376,,2018-02-05 16:07:00,2018,2,Monday,16,Part Two,BERRY ST,42.28737505,-71.04221006,"(42.28737505, -71.04221006)"
I182009528,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,220,,2018-02-05 15:10:00,2018,2,Monday,15,Part Two,DORCHESTER ST,42.33482917,-71.04705015,"(42.33482917, -71.04705015)"
I182009521,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2018-02-05 15:19:00,2018,2,Monday,15,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
I182009518,724,Auto Theft,AUTO THEFT,E13,582,,2018-02-05 16:37:00,2018,2,Monday,16,Part One,CENTRE ST,42.32277007,-71.10445458,"(42.32277007, -71.10445458)"
I182009516,617,Larceny,LARCENY THEFT FROM BUILDING,D4,598,,2018-02-03 12:10:00,2018,2,Saturday,12,Part One,MASSACHUSETTS AVE,42.34676463,-71.08747789,"(42.34676463, -71.08747789)"
I182009515,619,Larceny,LARCENY ALL OTHERS,D4,134,,2018-02-05 16:04:00,2018,2,Monday,16,Part One,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)"
I182009515,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,134,,2018-02-05 16:04:00,2018,2,Monday,16,Part Two,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)"
I182009512,617,Larceny,LARCENY THEFT FROM BUILDING,C6,222,,2018-02-04 11:30:00,2018,2,Sunday,11,Part One,E BROADWAY,42.33561661,-71.03641895,"(42.33561661, -71.03641895)"
I182009509,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,606,,2018-01-01 15:00:00,2018,1,Monday,15,Part One,S HUNTINGTON AVE,42.32955246,-71.11112429,"(42.32955246, -71.11112429)"
I182009505,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,332,,2018-02-05 15:52:00,2018,2,Monday,15,Part Two,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
I182009502,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,240,,2018-02-05 15:05:00,2018,2,Monday,15,Part One,COLUMBIA RD,42.31959298,-71.062607,"(42.31959298, -71.06260700)"
