INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070346,619,Larceny,LARCENY ALL OTHERS,B2,587,,2018-08-31 19:00:00,2018,8,Friday,19,Part One,BURNEY ST,42.33188687,-71.0995439,"(42.33188687, -71.09954390)"
I182070342,381,Robbery,ROBBERY - CAR JACKING,E18,490,,2018-09-01 17:05:00,2018,9,Saturday,17,Part One,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)"
I182070340,613,Larceny,LARCENY SHOPLIFTING,B2,311,,2018-09-01 16:23:00,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.3160569,-71.07820017,"(42.31605690, -71.07820017)"
I182070334,724,Auto Theft,AUTO THEFT,B2,326,,2018-09-01 16:24:00,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.31162834,-71.08094294,"(42.31162834, -71.08094294)"
I182070332,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,908,,2018-09-01 17:05:00,2018,9,Saturday,17,Part Two,SHANDON RD,42.29505434,-71.08904077,"(42.29505434, -71.08904077)"
I182070331,724,Auto Theft,AUTO THEFT,C11,235,,2018-09-01 16:15:00,2018,9,Saturday,16,Part One,CARSON ST,42.3197573,-71.05428941,"(42.31975730, -71.05428941)"
I182070325,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,434,,2018-09-01 16:41:00,2018,9,Saturday,16,Part Two,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
I182070324,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,192,,2018-09-01 15:59:00,2018,9,Saturday,15,Part One,MOHAWK ST,42.3289371,-71.05571742,"(42.32893710, -71.05571742)"
I182070323,613,Larceny,LARCENY SHOPLIFTING,D4,129,,2018-09-01 15:53:00,2018,9,Saturday,15,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I182070317,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,456,,2018-09-01 14:43:00,2018,9,Saturday,14,Part Two,GREENWOOD ST,42.3008484,-71.07982055,"(42.30084840, -71.07982055)"
I182070309,361,Robbery,ROBBERY - OTHER,D4,151,,2018-09-01 15:00:00,2018,9,Saturday,15,Part One,BERKELEY ST,42.3460551,-71.07050669,"(42.34605510, -71.07050669)"
I182070309,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,151,,2018-09-01 15:00:00,2018,9,Saturday,15,Part Two,BERKELEY ST,42.3460551,-71.07050669,"(42.34605510, -71.07050669)"
I182070302,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,238,,2018-09-01 14:26:00,2018,9,Saturday,14,Part One,QUINCEFIELD ST,42.31873011,-71.06660708,"(42.31873011, -71.06660708)"
I182070290,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,261,,2018-08-31 23:30:00,2018,8,Friday,23,Part One,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)"
I182070284,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,452,,2018-09-01 13:37:00,2018,9,Saturday,13,Part One,KENBERMA RD,42.29574022,-71.07322638,"(42.29574022, -71.07322638)"
I182070281,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,D4,143,,2018-09-01 11:00:00,2018,9,Saturday,11,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182070270,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,458,,2018-09-01 11:52:00,2018,9,Saturday,11,Part Two,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I182070267,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,206,,2018-09-01 11:48:00,2018,9,Saturday,11,Part Two,CONGRESS ST,42.35096784,-71.0494023,"(42.35096784, -71.04940230)"
I182070256,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,809,,2018-09-01 11:21:00,2018,9,Saturday,11,Part One,ADAMSON ST,42.35858441,-71.13726609,"(42.35858441, -71.13726609)"
I182070251,617,Larceny,LARCENY THEFT FROM BUILDING,E13,575,,2018-09-01 11:04:00,2018,9,Saturday,11,Part One,WASHINGTON ST,42.31330008,-71.10075998,"(42.31330008, -71.10075998)"
I182070243,724,Auto Theft,AUTO THEFT,C6,231,,2018-09-01 10:35:29,2018,9,Saturday,10,Part One,E SEVENTH ST,42.33235328,-71.03222702,"(42.33235328, -71.03222702)"
I182070242,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,208,,2018-08-31 17:00:00,2018,8,Friday,17,Part One,E FIRST ST,42.33818216,-71.03341955,"(42.33818216, -71.03341955)"
I182070234,613,Larceny,LARCENY SHOPLIFTING,B2,276,,2018-09-01 09:43:00,2018,9,Saturday,9,Part One,MELNEA CASS BLVD,42.33330171,-71.08181675,"(42.33330171, -71.08181675)"
I182070233,619,Larceny,LARCENY ALL OTHERS,B3,416,,2018-08-31 21:38:00,2018,8,Friday,21,Part One,FAIRMOUNT ST,42.28104853,-71.0720644,"(42.28104853, -71.07206440)"
I182070232,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,201,,2018-08-31 17:00:00,2018,8,Friday,17,Part One,C ST,42.34039076,-71.05168188,"(42.34039076, -71.05168188)"
I182070215,724,Auto Theft,AUTO THEFT,C11,364,,2018-08-31 17:45:00,2018,8,Friday,17,Part One,ADAMS ST,42.2944367,-71.05661774,"(42.29443670, -71.05661774)"
I182070211,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,759,,2018-08-31 18:30:00,2018,8,Friday,18,Part One,FANEUIL ST,42.35174138,-71.16591844,"(42.35174138, -71.16591844)"
I182070208,619,Larceny,LARCENY ALL OTHERS,D14,779,,2018-09-01 05:15:00,2018,9,Saturday,5,Part One,MONTCALM AVE,42.35321122,-71.14841124,"(42.35321122, -71.14841124)"
I182070206,724,Auto Theft,AUTO THEFT,B3,463,,2018-09-01 01:00:00,2018,9,Saturday,1,Part One,AMERICAN LEGION HWY,42.29708829,-71.09095546,"(42.29708829, -71.09095546)"
I182070192,724,Auto Theft,AUTO THEFT,B2,182,,2018-09-01 06:23:00,2018,9,Saturday,6,Part One,NORFOLK AVE,42.32503262,-71.06915744,"(42.32503262, -71.06915744)"
I182070189,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,397,,2018-09-01 04:47:00,2018,9,Saturday,4,Part One,CENTRE ST,42.29126463,-71.06811401,"(42.29126463, -71.06811401)"
I182070186,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,417,,2018-09-01 05:22:00,2018,9,Saturday,5,Part One,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)"
I182070179,2629,Harassment,HARASSMENT,B2,181,,2018-09-01 02:45:00,2018,9,Saturday,2,Part Two,WOODWARD AVE,42.3250287,-71.07341448,"(42.32502870, -71.07341448)"
I182070177,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,,2018-09-01 03:05:00,2018,9,Saturday,3,Part One,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661750, -71.06407827)"
I182070172,619,Larceny,LARCENY ALL OTHERS,A1,117,,2018-09-01 01:52:00,2018,9,Saturday,1,Part One,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I182070168,301,Robbery,ROBBERY - STREET,A1,119,,2018-09-01 01:16:00,2018,9,Saturday,1,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I182070168,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,119,,2018-09-01 01:16:00,2018,9,Saturday,1,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I182070166,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,123,,2018-09-01 02:56:00,2018,9,Saturday,2,Part Two,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)"
I182070161,619,Larceny,LARCENY ALL OTHERS,D14,796,,2018-09-01 01:55:00,2018,9,Saturday,1,Part One,BRIGHTON AVE,42.35245899,-71.12805084,"(42.35245899, -71.12805084)"
I182070152,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,901,,2018-09-01 01:32:00,2018,9,Saturday,1,Part Two,TURQUOISE WAY,42.33426744,-71.09713457,"(42.33426744, -71.09713457)"
I182070143,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,2018-09-01 00:22:00,2018,9,Saturday,0,Part Two,PRINCETON ST,42.37766,-71.03560198,"(42.37766000, -71.03560198)"
I182070143,2629,Harassment,HARASSMENT,A7,23,,2018-09-01 00:22:00,2018,9,Saturday,0,Part Two,PRINCETON ST,42.37766,-71.03560198,"(42.37766000, -71.03560198)"
I182070142,619,Larceny,LARCENY ALL OTHERS,A1,103,,2018-08-31 00:54:00,2018,8,Friday,0,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)"
I182070141,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,597,,2018-08-31 20:30:00,2018,8,Friday,20,Part One,COLUMBUS AVE,42.33961848,-71.0828558,"(42.33961848, -71.08285580)"
I182070140,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,352,,2018-08-31 23:52:00,2018,8,Friday,23,Part One,ARCADIA ST,42.30170996,-71.06174506,"(42.30170996, -71.06174506)"
I182070135,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2018-08-31 23:16:00,2018,8,Friday,23,Part Two,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.09644390)"
I182070128,2629,Harassment,HARASSMENT,A7,22,,2018-08-31 23:06:38,2018,8,Friday,23,Part Two,HAVRE ST,42.37622688,-71.03439728,"(42.37622688, -71.03439728)"
I182070124,613,Larceny,LARCENY SHOPLIFTING,E5,691,,2018-08-31 22:49:00,2018,8,Friday,22,Part One,CENTRE ST,42.28747035,-71.1515984,"(42.28747035, -71.15159840)"
I182070123,619,Larceny,LARCENY ALL OTHERS,A1,94,,2018-08-31 21:00:00,2018,8,Friday,21,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182070120,619,Larceny,LARCENY ALL OTHERS,D4,135,,2018-08-31 15:30:00,2018,8,Friday,15,Part One,BEACON ST,42.35275712,-71.08240215,"(42.35275712, -71.08240215)"
I182070110,611,Larceny,LARCENY PICK-POCKET,C11,356,,2018-08-31 19:06:00,2018,8,Friday,19,Part One,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I182070108,2629,Harassment,HARASSMENT,D4,157,,2018-08-31 20:28:00,2018,8,Friday,20,Part Two,W NEWTON ST,42.34063708,-71.07572281,"(42.34063708, -71.07572281)"
I182070107,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,938,,2018-08-31 17:15:00,2018,8,Friday,17,Part One,FIDELIS WAY,42.3458376,-71.14492138,"(42.34583760, -71.14492138)"
I182070104,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,77,,2018-08-31 21:14:00,2018,8,Friday,21,Part Two,BOWKER ST,42.36242887,-71.06054873,"(42.36242887, -71.06054873)"
I182070099,560,Other Burglary,BURGLARY - OTHER - FORCE,B3,427,,2018-08-31 18:45:00,2018,8,Friday,18,Part One,NORFOLK ST,42.27759869,-71.09136804,"(42.27759869, -71.09136804)"
I182070095,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,297,,2018-08-31 20:23:00,2018,8,Friday,20,Part Two,DALE ST,42.32074773,-71.08179833,"(42.32074773, -71.08179833)"
I182070095,619,Larceny,LARCENY ALL OTHERS,B2,297,,2018-08-31 20:23:00,2018,8,Friday,20,Part One,DALE ST,42.32074773,-71.08179833,"(42.32074773, -71.08179833)"
I182070088,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,378,,2018-08-31 20:52:00,2018,8,Friday,20,Part One,ASHMONT ST,42.28864774,-71.05397944,"(42.28864774, -71.05397944)"
I182070084,361,Robbery,ROBBERY - OTHER,B2,318,,2018-08-31 19:05:00,2018,8,Friday,19,Part One,HUMBOLDT AVE,42.31024899,-71.0918393,"(42.31024899, -71.09183930)"
I182070084,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,318,,2018-08-31 19:05:00,2018,8,Friday,19,Part One,HUMBOLDT AVE,42.31024899,-71.0918393,"(42.31024899, -71.09183930)"
I182070078,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,339,,2018-08-31 19:57:00,2018,8,Friday,19,Part Two,CHURCH ST,42.30866634,-71.06198089,"(42.30866634, -71.06198089)"
I182070066,801,Simple Assault,ASSAULT - SIMPLE,A7,23,,2018-08-31 19:11:00,2018,8,Friday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I182070052,617,Larceny,LARCENY THEFT FROM BUILDING,D14,800,,2018-08-31 18:23:00,2018,8,Friday,18,Part One,BRIGHTON AVE,42.35272466,-71.12927406,"(42.35272466, -71.12927406)"
I182070051,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,961,,2018-08-31 18:55:00,2018,8,Friday,18,Part One,SUMMER ST,42.25716913,-71.12530617,"(42.25716913, -71.12530617)"
I182070042,619,Larceny,LARCENY ALL OTHERS,C11,345,,2018-08-16 05:00:00,2018,8,Thursday,5,Part One,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
I182070034,619,Larceny,LARCENY ALL OTHERS,D14,796,,2018-08-31 15:30:00,2018,8,Friday,15,Part One,CHESTER ST,42.35159398,-71.12865659,"(42.35159398, -71.12865659)"
I182070032,617,Larceny,LARCENY THEFT FROM BUILDING,E13,583,,2018-08-31 13:00:00,2018,8,Friday,13,Part One,DAY ST,42.32512297,-71.10777974,"(42.32512297, -71.10777974)"
I182070025,613,Larceny,LARCENY SHOPLIFTING,B2,329,,2018-08-31 17:05:00,2018,8,Friday,17,Part One,BLUE HILL AVE,42.30896999,-71.08284839,"(42.30896999, -71.08284839)"
I182070023,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,604,,2018-08-31 00:30:00,2018,8,Friday,0,Part One,OSWALD ST,42.3312567,-71.10418684,"(42.33125670, -71.10418684)"
I182070022,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,254,,2018-08-31 17:06:00,2018,8,Friday,17,Part Two,DORCHESTER AVE,42.30756404,-71.05843368,"(42.30756404, -71.05843368)"
I182070019,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,550,,2018-08-30 21:30:00,2018,8,Thursday,21,Part One,POPLAR ST,42.26988893,-71.1321351,"(42.26988893, -71.13213510)"
I182070015,619,Larceny,LARCENY ALL OTHERS,A1,92,,2018-08-29 15:30:00,2018,8,Wednesday,15,Part One,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
I182070011,616,Larceny,LARCENY THEFT OF BICYCLE,D4,130,,2018-08-31 14:00:00,2018,8,Friday,14,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I182070008,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,58,,2018-08-30 17:30:00,2018,8,Thursday,17,Part One,MAIN ST,42.3772126,-71.06669262,"(42.37721260, -71.06669262)"
I182069999,617,Larceny,LARCENY THEFT FROM BUILDING,B2,311,,2018-08-21 10:43:00,2018,8,Tuesday,10,Part One,SAVIN ST,42.31719004,-71.08167267,"(42.31719004, -71.08167267)"
I182069995,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,329,,2018-08-31 15:27:00,2018,8,Friday,15,Part Two,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I182069991,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,397,,2018-08-30 12:00:00,2018,8,Thursday,12,Part One,TALBOT AVE,42.29004971,-71.07021576,"(42.29004971, -71.07021576)"
I182069988,311,Robbery,ROBBERY - COMMERCIAL,C11,341,,2018-08-30 23:45:00,2018,8,Thursday,23,Part One,BOWDOIN ST,42.30609356,-71.0671857,"(42.30609356, -71.06718570)"
I182069984,2629,Harassment,HARASSMENT,E18,516,,2018-08-31 14:21:00,2018,8,Friday,14,Part Two,TRUMAN PKWY,42.25188297,-71.11915243,"(42.25188297, -71.11915243)"
I182069983,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,64,,2018-08-31 13:00:00,2018,8,Friday,13,Part One,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I182069976,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,355,,2018-08-30 19:22:00,2018,8,Thursday,19,Part Two,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I182069974,724,Auto Theft,AUTO THEFT,B2,604,,2018-08-29 11:50:00,2018,8,Wednesday,11,Part One,SACHEM ST,42.33151289,-71.10494901,"(42.33151289, -71.10494901)"
I182069970,619,Larceny,LARCENY ALL OTHERS,C11,242,,2018-08-12 16:20:00,2018,8,Sunday,16,Part One,BAKERSFIELD ST,42.31567062,-71.0613961,"(42.31567062, -71.06139610)"
I182069969,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,50,,2018-08-29 20:00:00,2018,8,Wednesday,20,Part One,CAMBRIDGE ST,42.38233296,-71.07923596,"(42.38233296, -71.07923596)"
I182069965,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,219,,2018-08-31 10:00:00,2018,8,Friday,10,Part One,OLD HARBOR ST,42.33149655,-71.04742314,"(42.33149655, -71.04742314)"
I182069960,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,143,,2018-08-31 13:22:00,2018,8,Friday,13,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182069959,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,752,,2018-08-31 14:15:27,2018,8,Friday,14,Part One,GREYMERE RD,42.34854976,-71.16260923,"(42.34854976, -71.16260923)"
I182069956,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,427,,2018-08-31 11:53:00,2018,8,Friday,11,Part One,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069951,616,Larceny,LARCENY THEFT OF BICYCLE,D4,138,,2018-08-31 09:40:00,2018,8,Friday,9,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I182069950,619,Larceny,LARCENY ALL OTHERS,D14,796,,2018-08-31 13:16:00,2018,8,Friday,13,Part One,COMMONWEALTH AVE,42.35107111,-71.12570166,"(42.35107111, -71.12570166)"
I182069948,613,Larceny,LARCENY SHOPLIFTING,B2,311,,2018-08-31 12:20:00,2018,8,Friday,12,Part One,WARREN ST,42.3169665,-71.08254058,"(42.31696650, -71.08254058)"
I182069935,619,Larceny,LARCENY ALL OTHERS,A1,115,,2018-08-22 13:21:00,2018,8,Wednesday,13,Part One,SOUTH ST,42.3518674,-71.05720373,"(42.35186740, -71.05720373)"
I182069927,724,Auto Theft,AUTO THEFT,E13,646,,2018-08-31 10:54:00,2018,8,Friday,10,Part One,CENTRE ST,42.31069447,-71.11468072,"(42.31069447, -71.11468072)"
I182069923,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,220,,2018-08-31 10:25:00,2018,8,Friday,10,Part One,E BROADWAY,42.33546813,-71.04489149,"(42.33546813, -71.04489149)"
I182069921,616,Larceny,LARCENY THEFT OF BICYCLE,A1,83,,2018-08-30 20:00:00,2018,8,Thursday,20,Part One,HENCHMAN ST,42.36721232,-71.05369636,"(42.36721232, -71.05369636)"
I182069913,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,906,,2018-08-31 11:28:00,2018,8,Friday,11,Part Two,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182069908,619,Larceny,LARCENY ALL OTHERS,E5,822,,2018-08-30 14:00:00,2018,8,Thursday,14,Part One,WILLERS ST,42.25947104,-71.15077874,"(42.25947104, -71.15077874)"
I182069905,724,Auto Theft,AUTO THEFT,E18,497,,2018-08-30 22:53:00,2018,8,Thursday,22,Part One,BRADLEE CT,42.26982567,-71.11699322,"(42.26982567, -71.11699322)"
I182069888,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,404,,2018-08-30 17:30:00,2018,8,Thursday,17,Part One,DORCHESTER AVE,42.27673598,-71.06683537,"(42.27673598, -71.06683537)"
I182069880,619,Larceny,LARCENY ALL OTHERS,A1,66,,2018-08-30 18:15:00,2018,8,Thursday,18,Part One,CHARLES ST,42.35979038,-71.07078234,"(42.35979038, -71.07078234)"
I182069871,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,319,,2018-08-31 08:22:06,2018,8,Friday,8,Part Two,SEAVER ST,42.30603974,-71.0862124,"(42.30603974, -71.08621240)"
I182069865,613,Larceny,LARCENY SHOPLIFTING,D4,149,,2018-08-31 07:12:00,2018,8,Friday,7,Part One,COLUMBUS AVE,42.34657497,-71.0743865,"(42.34657497, -71.07438650)"
I182069861,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,427,,2018-08-31 06:18:00,2018,8,Friday,6,Part One,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
I182069859,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C6,186,,2018-08-31 04:28:00,2018,8,Friday,4,Part One,BOSTON ST,42.32692112,-71.05841861,"(42.32692112, -71.05841861)"
I182069857,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,900,,2018-08-31 04:30:00,2018,8,Friday,4,Part One,BUNKER HILL ST,42.37858217,-71.06142422,"(42.37858217, -71.06142422)"
I182069851,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2018-08-31 02:30:00,2018,8,Friday,2,Part One,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
I182069848,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,914,,2018-08-31 02:26:00,2018,8,Friday,2,Part Two,DR. MICHAEL GAVIN WAY,42.32614559,-71.05349144,"(42.32614559, -71.05349144)"
I182069846,301,Robbery,ROBBERY - STREET,A1,111,,2018-08-31 02:15:00,2018,8,Friday,2,Part One,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)"
I182069846,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,111,,2018-08-31 02:15:00,2018,8,Friday,2,Part One,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)"
I182069833,423,Aggravated Assault,ASSAULT - AGGRAVATED,E13,571,,2018-08-31 00:01:00,2018,8,Friday,0,Part One,WASHINGTON ST,42.31190641,-71.10213227,"(42.31190641, -71.10213227)"
I182069830,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,69,,2018-08-30 19:05:00,2018,8,Thursday,19,Part One,CHESTNUT ST,42.35633009,-71.07291995,"(42.35633009, -71.07291995)"
I182069829,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,619,,2018-08-30 17:16:00,2018,8,Thursday,17,Part One,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)"
I182069823,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,102,,2018-08-30 22:42:00,2018,8,Thursday,22,Part One,TREMONT ST,42.35637531,-71.06213513,"(42.35637531, -71.06213513)"
I182069820,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,621,,2018-08-30 20:15:00,2018,8,Thursday,20,Part One,COMMONWEALTH AVE,42.34883961,-71.09089641,"(42.34883961, -71.09089641)"
I182069815,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,344,,2018-08-30 21:56:00,2018,8,Thursday,21,Part Two,CORONA ST,42.30146198,-71.0689596,"(42.30146198, -71.06895960)"
I182069811,311,Robbery,ROBBERY - COMMERCIAL,C11,333,,2018-08-30 21:59:00,2018,8,Thursday,21,Part One,COLUMBIA RD,42.31069804,-71.07119068,"(42.31069804, -71.07119068)"
I182069810,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,67,,2018-08-30 21:10:00,2018,8,Thursday,21,Part One,JOY ST,42.35933482,-71.06503816,"(42.35933482, -71.06503816)"
I182069799,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,794,,2018-08-30 19:00:00,2018,8,Thursday,19,Part One,PARK VALE AVE,42.35182446,-71.13313369,"(42.35182446, -71.13313369)"
I182069798,613,Larceny,LARCENY SHOPLIFTING,A1,102,,2018-08-30 20:08:00,2018,8,Thursday,20,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I182069797,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,457,,2018-08-26 04:00:00,2018,8,Sunday,4,Part One,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929, -71.08522128)"
I182069796,311,Robbery,ROBBERY - COMMERCIAL,E18,525,,2018-08-30 20:14:00,2018,8,Thursday,20,Part One,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I182069793,616,Larceny,LARCENY THEFT OF BICYCLE,A1,97,,2018-08-30 18:15:00,2018,8,Thursday,18,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)"
I182069787,724,Auto Theft,AUTO THEFT,C11,362,,2018-08-10 16:00:00,2018,8,Friday,16,Part One,ALLSTON ST,42.29325616,-71.06724012,"(42.29325616, -71.06724012)"
I182069774,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,417,,2018-08-30 18:48:00,2018,8,Thursday,18,Part Two,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I182069767,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,304,,2018-08-30 18:23:00,2018,8,Thursday,18,Part Two,WASHINGTON ST,42.31667114,-71.09743705,"(42.31667114, -71.09743705)"
I182069764,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,186,,2018-08-30 19:52:00,2018,8,Thursday,19,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I182069758,617,Larceny,LARCENY THEFT FROM BUILDING,E13,504,,2018-08-29 08:30:00,2018,8,Wednesday,8,Part One,MEYER ST,42.28807981,-71.11467175,"(42.28807981, -71.11467175)"
